,userName,score,at,content
1048,Istikharoh 0916,1,2024-01-05 04:06:06,Ngga bikin gampang (mempermudah) malah makin mempersulit..hadehhh
1049,Harun Zakaria,1,2024-01-05 03:13:22,"Status perpanjang sim di tolak masa iya uangnya ga balik full maling banget ini aplikasi , masa iya transaksi yg gagal terus ongkir nya juga ga balik bukan soal nominal ini soal kejujuran 112 balik 96k 🙃 maling"
1050,Mela Febrianti,5,2024-01-05 02:55:21,Sangat memudahkan dalam pengantrian Data. Teriamakasih
1051,Teguh Gaming,1,2024-01-05 02:42:41,Sulit peripikasi data aja masa harus sampai 1 hari
1052,ganteng bana,1,2024-01-05 02:30:32,"Kalau online itu semuanya online dong jangan separoh separoh,kalau tetep dateng mah gausah online sekalian om"
1053,Maulana Hisbulloh,1,2024-01-05 02:18:01,"Aplikasi tidak memuaskan bikin SKCK aja gagal terus dan lupa password aja tidak ada pilihan lain. Klo aplikasi belum beres jangan dulu launching jadi malah banyak bug,jadi menghambat masyarakat yang ingin membuat SKCK,yang gx ada barcode nya segala macem lah. Masih mending balik lagi ke offline gampang gx ribet"
1054,Syifa Kamilah,1,2024-01-05 00:56:16,"Kirain dengan sistem online makin mempermudah proses pelayanan nya, ternyata makin kesini makin kesono, mau perpanjang SKCK aja lemot nya setengah abad, padahal sinyal full kuota banyak, udah bener kaya dulu aja deh proses manual, biar kata ngantri juga yg penting langsung jadi hari itu juga, dari pada online begini gak jelas gak bisa terus."
1055,Juwita Wita,1,2024-01-04 22:48:21,Aplikasinya lelet lemot bukannya mempermudah malah mempersulit..syarat dah lengkap tgl mw daftar online berkali² gak acc kirain jrngn yg jlek trnyta dri aplikasinya yg lemot kek siput.Menurut sy aplikasinya harus dimaintenance hrs byk perbaikan.Thanks
1056,Habibi Sasmadi,1,2024-01-04 18:50:42,"Mempersulit. Mau buat skck tapi di menu pembayaran selalu error, petugas di tanya gak ada tanggapan malah suruh nunggu dengan alasan server padat. Ini saya coba jam 2 malam tetap aja gak bisa. Gak ada solusi dari petugas padahal masyarakat butuh cepat. Sudah 3 hari ngurus skck gak selesai hanya gara2 aplikasi ini"
1057,Avivah Avivah,3,2024-01-04 16:13:45,"Di era digital yg sdh gmpang, mnurutku yg pling ribet ini ngurus skck, udh dftar online msih ttep hrs bawa prsyratan, knp ga kya apk yg lain, yg kita bisa lngsng print hasilnya sndiri mlalui apk, stelah udh byar via online?"
1058,Kurniawan Sandi,1,2024-01-04 15:17:25,verifikasi data muter-muter terus. seperti hukum di wakanda
1059,Haris Sulistyo,1,2024-01-04 12:53:37,"Bug nih, kode OTP ga masuk²"
1060,Ners Fajar Ayu,3,2024-01-04 12:07:37,"Aplikasinya cukup membntu,, mohon ditingkatkan lagi dalam pelayanan pembuatan SKCKnya, serta di cantumkan didlm aplikasi, apa saja yg mesti dibawa saat pencetakan SKCK.. supaya lebih jelas, seperti bawa prinan bukti pembayaran, pas foto 4x6 4 lembar, potokopi ijazah atau akte, map merah,, mohon syarat2 ini di cantumkan supaya lebih jelas saat datang ke kantor SKCK agar tidak bolak balik"
1061,Lisa Santi,5,2024-01-04 11:21:17,Cukup Membantu Buat Saya. Terima kasih .
1062,Yulinda Priharyanti,1,2024-01-04 09:15:14,"Percuma bkin skck online,, pas besoknya mau ambil malah ttep suruh ngisi data2,, trs suruhh balik lg besoknya..jd ga efisien"
1063,Gak kuat gak,1,2024-01-04 08:47:38,jngnkan buat daftar aja gk bisa gmna ini
1064,anjar roenaldi,1,2024-01-04 08:25:00,Aplikasinya secara tampilan bagus secara sistem operasi terlalu payah
1065,Khumaerah Qanza Ume,4,2024-01-04 08:16:04,"Done,pelayanan harus ditingkatkan lagi,kalo pengurusan OL lebih mudah kenapa mesti harus manual.."
1066,Geis Rahma Ayunita,1,2024-01-04 08:15:03,"ya allah ini aplikasi gmn si, pengen nangis bgttt gagal muluu ya allah, tolong dong, kl belum siap aplikasinya nanti dluu jgn kudu wajib aplikasian 😭😭😭😭"
1067,Rifatus.S,1,2024-01-04 08:04:05,"tiap mau verifikasi identitas kok gagal mulu, padahal baru tahap identitas (belum ngisi alamat). Gak jelas"
1068,De Herman,1,2024-01-04 07:52:33,Menu lupa password pilihan verifikasi gak muncul
1069,Wida Sama,3,2024-01-04 07:30:12,"Terjadi kesalahan mulu di verifikasi identitas ga bisa dilanjutkan mengisi ke bagian alamat, developer tolong di cek lagi sistem testing nya"
1070,Wawan Kurniawan,1,2024-01-04 07:08:48,Rabig
1071,yahya sinuraya,1,2024-01-04 06:38:31,"Aplikasi gak guna... Tidak bisa mendaftar... Hanya muter"" siap muter terjadi kesalahan dibuat kterangan"
1072,Sri Kandi Asma,1,2024-01-04 06:22:58,"tidak bs lanjut input data alamat. stuck di upload foto. sudah 2 jam sy bolak balik masuk. tp tetap aja gk bs lanjut ke alamat. udh ganti wifi, juga 2 kartu paket data..hasil selalu sama. ini bagaimana sih kinerja apps nya? cepat tanggap dong terhadap bug yg ada. begini namanya mempersulit. astagfirullah"
1073,Rudianto Munthe,1,2024-01-04 06:10:39,Melengkapi data pribadi aja gak bisa-bisa gimana saya mau mergunakan app ini??? tolonglah dibuat untuk bisa dipergunakan dengan baik lancar agar masyarakat benar2 merasakan manfaatnya
1074,Rosikin Saputra,4,2024-01-04 05:52:54,Tingkatkan
1075,MD_Ande,2,2024-01-04 05:39:41,"Mau edit identitas diri app heng, Bingung isi form jenis keperluan yg sudah di tentukan aplikasi Mau melengkapj berkas PPPK, apa isi melamar PNS 🤔"
1076,Gema Akbar,1,2024-01-04 05:33:46,"SANGAT DIPERSULIT, JADINYA HARUS MEMBAYAR LAGI UNTUK PENDAFTARAN OFFLINE 50.000 KE ORDALNYA"
1077,Anis Nur,1,2024-01-04 05:32:30,aplikasinya tidak membantu
1078,kandeg kandeg,2,2024-01-04 05:27:32,Banyak bug Dan loading lama Dan sinyal lasung lag. Untuk lengkapi data bug bagian foto hasilnya gambar besar sebelah. Aplikasi terlalu berat untuk masalah koneksi.
1079,Launa Latifa,1,2024-01-04 05:26:11,"Kg bisa2 daftar skck lewat onlien,,,,padahal mah isi datanya dah sama semua tetap aj kaga bisa2,,,,urusan jd pd ribet,,,"
1080,Andhityas Piscesandhy Putra,1,2024-01-04 05:20:01,APK GK GUNA TOLONG DIPERBAIKI LAH MASA TROUBLE JARINGAN TERUS PADAHAL UDAH GANTI2 WIFI DAN PAKAI DATA INTERNET MASIH GK BISA
1081,Lily Amaliyah,1,2024-01-04 05:16:12,Kurang membantu
1082,Rizki Lazuardi,2,2024-01-04 05:00:06,Loading terus apk nya
1083,Nasrull Binhz,1,2024-01-04 04:59:12,Aplikasi Menyesatkan. Namanya Presisi tapi Menyesatkan. Ngantri dari pagi sampai siang sekali duduk tidak sampai 5 detik mereka bilang salah kantor dan alasannya aplikasi tidak update. Harus ijin dari pekeejaan dan menunggu 1 harian tapi tidak ada hasil.
1084,Kaka Kedua,1,2024-01-04 04:58:30,"Aplikasi ini tidak berguna, sayang sekali jika memakan anggaran negara, ini saran dan masukan saya terimaksih"
1085,Abdul Aziz_21,1,2024-01-04 04:47:51,Error mulu
1086,fachrul hidayat,1,2024-01-04 04:40:48,Parah sih ini apk
1087,Dede Ali,1,2024-01-04 04:39:37,gak bisa masuk kode
1088,winda rahmasari,1,2024-01-04 04:38:20,"aplikasi lelet menyulitkan dalam pengisian data,"
1089,Faisal Tumada,1,2024-01-04 04:25:50,Malas dengan aplikasi merepotkan sudah berapa kali sya masukkan identitas diri tapi tdk di konfirmasi😏😏
1090,hasan bacuy,2,2024-01-04 04:12:00,Apk lelet
1091,Dista Rumanasari,1,2024-01-04 04:09:31,"Sebenernya niat ga sih bikin aplikasi ini Mau bikin SKCK online aja susah bgt Dari awal baru verifikasi data aja lemot dan gagal terus huhu Tolong diperbaiki lagi aplikasinya Sayang banget punya ide bagus, ngikutin jaman serba online tapi aplikasinya bikin menangis 😭😅"
1092,Wenilia Kristiana,1,2024-01-04 04:02:56,Ini mau isi identintas ajaaa gak bisa sama sekaliiii........
1093,Fadilla Amita,2,2024-01-04 03:56:08,"Saya saat melengkapi identitas malah ga bisa² karena terjadi kesalahan mulu. Mohon diperbaiki lagi kedepannya, padahal mau urus SKCK :("
1094,Hilmi Farhan,1,2024-01-04 03:45:24,Sudah pakai wifi dan ganti ke jaringan data kuota masih sama susah buat verifikasi Onlinenya
1095,"H.Pajar Machmud,SE,MM",5,2024-01-04 03:29:31,Luar biasa sangat membantu terima kasih Polri
1096,RIFQI,1,2024-01-04 03:25:17,Rusak nih apps
1097,Garage Olshop96,1,2024-01-04 03:24:08,bukan mempermudah jadi mempersusah ofline aja lah gaya gaya
1098,okto sinaga,1,2024-01-04 01:47:37,Datang ke polres disuruh daftar online. Setelah daftar malah di suruh cetak hasil daftar online (aneh). Setelah masuk berkas di suruh tunggu diluar ternyata gak dipanggil pangil malah petugas nyeletuk ga dengar karna udah lewat. Alhasil pegurusan yg katanya 30 menit malah selesai 4 jam. Terimakasih.
1099,Bima Romdoni,3,2024-01-04 01:06:42,"Pengadaan Aplikasi sudah bagus untuk mempermudah, tapi masih banyak perbaikan masa saya sudah bayar via briva harus bayar ulang gara"" sudah lewat beberapa hari dari pengajuan sampai Dateng ke polres, terus kaya data orang tua yg sudah meninggal ga ada keterangan malah harus nyantumin umur, harusnya cukup tanggal lahir bukan umur karena klo 6g sudah meninggal susah nentuinnya"
1100,hamba mu,5,2024-01-04 00:16:27,Sangat membantu
1101,Bahrul Ulum,1,2024-01-03 23:16:35,"dari awal kode Verifikasi aja udah sulit, 2 kali nunggu belum turun juga.. kayanya emng blum fix ini apk nya, perlu banyak perbaikan"
1102,Love Azzahra,5,2024-01-03 17:56:54,Kerennnnn sekaaaaliii bahhh
1103,Abdul Rahmat,5,2024-01-03 17:45:37,Smga aje LBH baik LG apk polri super app dan bantu untuk semua penduduk masyarakat
1104,Layar TV,1,2024-01-03 15:45:38,Buruk
1105,Yasri Raikou,5,2024-01-03 15:17:40,Sangat membantu sekali terima kasih
1106,ardie prasetyo,5,2024-01-03 13:05:15,Jelas dan mudah digunakan
1107,Gun_guntur5,1,2024-01-03 12:20:19,Gimana mau maju apps susah di gunakan
1108,Sediansyah ulyata Difraza,1,2024-01-03 11:29:59,Lamban dan sulit mengisi data diri
1109,cak pitu,1,2024-01-03 10:59:27,Mohon bantuannya aplikasi saya ini masih belum bisa digunakan Mungkin jawabannya hanya maaf Terimakasih
1110,Dindapesekk 33,1,2024-01-03 10:18:43,Miris sudah banyak komplain namun belum juga diperbaiki.Padahal Wifi lancar buat buka apa aja oke.giliran untuk mengidentifikasi tidak bisa.sebenarnya dikasih bintang 1 itu masih terlalu banyak harusnya -5.mohon segera diperbaiki atau jika masih tidak bisa hapus saja
1111,Ayu Lusiana,1,2024-01-03 09:52:29,"Percuma di bikin online sama aj dgan offline lama pelayanannya, dan ada administrasi yg tdk di sebutkan di apk untuk d bwa sampai tempat nya malah di minta klw gk ada gk d layani"
1112,Dewi Chum19,1,2024-01-03 09:50:29,Kenapa ko susah untuk di undu ya
1113,ikhsan nurgianto,5,2024-01-03 09:06:27,Pelayanannya ramah
1114,Achmad Udin,1,2024-01-03 08:50:59,Saat saya daftar selalu di bilang nama saya gak sesui ktp padahal jelas sudah outomatis tertulis
1115,Muhammad Qausar,1,2024-01-03 08:31:24,"Maaf seribu maaf, rasanya gak guna mendaftar SKCK di aplikasi ini jika proses di kantor masih sama seperti prosedur awal. Terima kasih."
1116,Yudhayana Thea,1,2024-01-03 07:07:24,Sama sama lelet saat masih di web. Fungsi ngisi data untuk skck itu apa ya? Di tempat di suruh ngisi data lengkap. Dan di aplikasi juga garus ngisi pertanyaan yang sama. Lalu untuk memperpanjang skck tetap harus mengisi kembali data yang sama. Di tambah dengan leletnya server dan terbatasnya jam pelayanan sampai jam 2
1117,Fikri Alisyahbana,1,2024-01-03 06:52:44,"Ngurus SKCK saya kira makin mudah karena ada aplikasi ini ternyata sama aja, tetep ajah harus fotocopy dokumen, padahal pas daftar SKCK di aplikasi sudah upload dokumen, sama ajah GX guna nih aplikasi"
1118,Isti Qoriah,5,2024-01-03 06:52:04,"Apk bagus,mempermudah"
1119,Megariaelina official,5,2024-01-03 05:42:39,"Sangat membantu, buat SKCK jadi lebih mudah 👍🏼"
1120,bapak wisnu,5,2024-01-03 05:12:10,Sangat membantu
1121,Aris Andra,1,2024-01-03 04:33:08,"MINIMAL KALO MAU BUAT APLIKASI,SDM NYA JUGA DI TINGKATIN,MASA UDAH BAYAR UNTUK SKCK ONLINE SAMPAI DI POLSEK YANG BSRSANGKUTAN MALAH STAFF NYA BILANG GA NGERTI CARANYA."
1122,putra safruddin,1,2024-01-03 04:31:54,"apalikasi penipu,,dah dibayar skck system transfer,,nyampe polres gak berlaku,,suruh bayar jg"
1123,GWK chanel,5,2024-01-03 04:21:17,Sabgat membantu
1124,Paiman Pradana,5,2024-01-03 04:19:28,"Cepat, aman dan akurat"
1125,Hidir Van,5,2024-01-03 03:56:46,bgus
1126,Adetya Wahyu satria,1,2024-01-03 03:45:34,Kgk jelas malah menpersilit aneh mau enaknya doang jadi polisi lol
1127,Fahru Roji,1,2024-01-03 03:32:29,Masih banyak yang harus di perbaiki sebelum aplikasi ini launching. Contoh pelayanan SKCK pembuatan baru yang tetap harus mengisi manual forumlir di kantor padahal kita sudah ajukan via aplikasi. Malah jadi membuat dobel kerjaan bukan memudahkan. Ditambah tidak ada menu untuk memberi masukan pelayanan di aplikasi serasa sudah tidak perlu ada masukan. Bagi yang belum pakai jangan buru2 download dan gunakan ini aplikasi deh karena samasekali tidak memudahkan
1128,Afga Lz,1,2024-01-03 03:21:37,aplikasi masih banyak bug ga bsa buat permintaan skck
1129,Supriyadi Sulkifli,4,2024-01-03 03:10:32,Ok
1130,feby prambana,3,2024-01-03 02:56:20,"Bagus, memudahkan sebenernya, proses jg cepat. Namun minus satu penerapannya, padahal sudah upload dokumen kya KTP,KK, FOTO DIRI, IJAZAH dan dokumen lain nya, tp ketika registrasi tetap dimintakan fotokopian nya, jd upload foto dokumen2 buat apa?😄"
1131,Riska Harry,2,2024-01-02 17:19:03,Ngga update Pak Polisi. Tolong ditingkatkan update datanya. Percuma kalo tidak update Pak. 2 bintang dulu ya. Ntar kalo sudah update saya kasih 5 bintang deh
1132,Dede Gumelar,5,2024-01-02 17:15:51,mantap sangat membantu aplikasi nya
1133,Saksono Bky,5,2024-01-02 15:24:48,"Aplikasi ini bagus, sayang nya saya tidak bisa gunakan karena ada masalah saya pun kurang tahu juga"
1134,tri yulianti,3,2024-01-02 14:10:44,"Untuk sementara saya kasih bintang 3, saya akan kasih bintang 5, kalau saya bisa dapat kode Briva untuk pembayaran mengurus perpanjang SKCK yaa pak bu🙏🏼. Terima kasih"
1135,Eko Supriyanto,5,2024-01-02 13:23:35,Sangat membantu untuk masyarakat seperti saya yg gak ada waktu cuti untuk datang ke kantor samsat
1136,Romy Raharja,5,2024-01-02 12:35:31,"Mantap,,,,cepat, hemat, muadah, mantulllllll"
1137,Rian Suba Polan,5,2024-01-02 10:46:33,👍👍👍👍👍
1138,DAM Trial,4,2024-01-02 08:00:29,"Gimana cara isi kota kelahiran. Kenapa eror terus, suruh pastikan benar, pdh sudah diulang 2 pke hurruf kecil besar sama aja, cari di pusat bantuan jg ga ada min tolong"
1139,Tri Ruda,5,2024-01-02 07:39:27,"Alhamdulillah hari ini Selasa 2 Januari 2024 saya sudah melakukan perpanjangan SIM A dan C melalui aplikasi ini semoga SIM nya cepat diproses dan cepat dikirimkan, terimakasih"
1140,Aprilia Yuningsih,2,2024-01-02 04:20:31,"Kenapa udah upload berkas pas sampe polres masih diminta copyannya ya,, hadehhh. Trus fungsinya upload berkas afahhh itu maksudnya??? Aku jadi berfikir kalau semua serba online sepertinya lapak potokopian area polres jadi sepi 😄😆 dan kirain kalo udh online tuh ga nunggu lama,, bisa sat set sat set ternyata tetap musti melewati antrian yg membludak"
1141,Aufah Simbolon,5,2024-01-02 04:17:47,Cepat verifikasi akun nya.. Siipp
1142,Kosultan Properti Amatiran,1,2024-01-02 03:30:21,Tidak jelas betul masa sudah daftar online terus bayar by briva trus sy print pemberitahuan pembayaran telah berhasil yg dikirim di email pas bawah berkas malahan tdk diterima minta nya bukti pembayaraan.. alhasil bayar 2 kali apaan ini aplikasi rancuh
1143,Mas Santoso,3,2024-01-02 03:09:56,ini apk resmi dari POLRI gk sih? sy udh bayar buat pengesahan pajak motor kok hasilnya loading terus.. apa bener akan dikirimkan ke alamat saya bukti sTNK pajaknya.?
1144,Raga airlangga,1,2024-01-02 02:59:09,Didalam persyaratan di aplikasi tidak tertera untuk membawa print bukti regristrasi dan pembayaran. Di situ cm tertulis atau menunjukan bukti pembayaran. Tolong di cantumkan semua biar jelas.
1145,omah sinau,1,2024-01-02 02:52:08,"Percuma ada aplikasi, tapi tetap manual"
1146,Ratna Komalasari,1,2024-01-02 02:42:02,Saya sudah mengajukan skck online dan sudah terbayar ketika mau ambil ditempat yang ditunjuk saat hari kerja masa petugas bilang sudah tidak bisa dicetak karena sudah tutup buku lalu bagaimana uang yang sudah masuk tidak bisa di refund. Bagaimana ini dengan dana yang sudah masuk
1147,Nizariyan Syah Nizariyan Syah,1,2024-01-02 02:35:31,Data tidak terintegrasi! Percuma pendaftaran skck via online (aplikasi) kalau at the end harus print2 form pendaftaran dan bukti pembayarannya + mutasi pembayaran lagi. Kek tau gt gue daftar manual aja. Tolong dievaluasi lg deh sistemnya
1148,ベイビーシャーク,1,2024-01-02 02:11:46,"Lebih baik tidak usah membuat aplikasi, terlalu banyak masalah pada aplikasi dan justru mempersulit bukan mempermudah"
1149,Muhammad Irwandi,5,2024-01-02 01:36:45,Sangat sangat sangat membantu
1150,Letisha Ibrahim,5,2024-01-01 15:40:38,Pelayanan publik baik dan oke
1151,andreas manik,5,2024-01-01 14:08:53,Terbaik...
1152,Brothermarket Studio,1,2024-01-01 13:26:43,"Ribet, selalu gagal verifikasi dengan alasan nama tidak sesuai dengan KTP!!"
1153,Trisna Aulianti,1,2024-01-01 13:10:17,Aplikasi ancur stnk udah di bayar lewat pos tidak dikirim kirim kalau memang belum siap gak usah sok sok pakai digital kalau memang server tidak memadai helpdesk saban hari pending mulu bubarin aja dah kalo emang bikin ribet kalau rumah deket sama samsat sih enak ini kitakan jauh entar sampai sana banyak alasan lagi petugas samsat nya bangke emang
1154,Viin Arashy,1,2024-01-01 12:25:04,"Percuma ngisi data di aplikasi, kalo ujung2nya tetep ngulang di polres, mana ga bisa di anter"
1155,achmad aldovian saputra,3,2024-01-01 12:22:54,STNK sudah diperpanjang SIM sudah diperpanjang Tapi aplikasi Ndak ada update data terbaru haaadehhhh
1156,Indra Dj,4,2024-01-01 10:28:02,Cukup bagus
1157,Salwia Wia,5,2024-01-01 09:32:46,Sangat membantu dalam pembuatan SKCK
1158,Yohanes Rolandsi babut,5,2024-01-01 06:39:49,🙏👏
1159,hamdany dani,1,2024-01-01 05:37:59,"Maaf, selalu eror dan susah mendaftar onlinenya, mohon diperbaiki lagi"
1160,Ferdiann Adinata,1,2024-01-01 05:27:47,"Ijin pak kenapa ya saya di saat buka pak polri super app selalu eror padahal paket data saya banyak dan wifi lancar"" aja mohon di tindak lanjuti pak🙏🙏"
1161,Al Imron Tanjung,1,2024-01-01 05:21:26,"Secara administrasi bagus sudah online. Tetapi banyak yang harus diperbaiki, sistemnya lelet banget sampek sampek servernya ga bisa dibuka padahal butuh cepat untuk pemdaftaran skck dan pembuatannya."
1162,Wahyu Riadi,1,2024-01-01 05:04:09,"Super payah.. Sekelas polri kok kaya gini.. Ga bs daftar akun, koneksi ganguan"
1163,Nurul MZF,1,2024-01-01 03:37:15,"Lemot bangettt, banyak bug. Mau ngelengkapi data identitas aja ga bisa². Padahal udah coba berkali kali. padahal internet lancat banget. Sempe kesel sendiri. Mohon untuk diperbaiki."
1164,Fahri Alamsyah,1,2024-01-01 02:51:16,"APLIKASI SAMPAH RIBET BANGET, BANYAK BUG JARINGAN UDAH STABIL MASIH GA BISA DIBUKA APPS NYA, APLIKASI SUPER DARI MANANYA, NGERIBETIN BANYAK BUG"
1165,muhammad habibullah,1,2024-01-01 02:34:12,"Mohon maaf ko permohonan sim A saya belum di proses juga ? Itu di terima atau di tolak nya tidak ada update, sedang kan saya sudah membayar biayanya, tapi belum ada update perkembangan nya juga sampe sekarang !"
